TF	JASPAR ID	Class	Family	Tax Group	IC	GC Content	Target region hits	Target region non-hits	Background region hits	Background region non-hits	Target TFBS hits	Target TFBS nucleotide rate	Background TFBS hits	Background TFBS nucleotide rate	Z-score	Fisher score
HOXC10	MA0905.1	Homeo domain factors	HOX-related factors	vertebrates	11.056	0.327	1417	858	1364	911	3209	0.013	3458	0.014	-13.823	2.867
HSF1	MA0486.2	Heat shock factors	HSF factors	vertebrates	18.738	0.366	188	2087	159	2116	206	0.001	166	0.001	11.092	2.833
HOXA5	MA0158.1	Homeo domain factors	HOX-related factors	vertebrates	8.759	0.315	2085	190	2054	221	9166	0.030	10151	0.034	-28.638	2.808
ELF1	MA0473.2	Tryptophan cluster factors	Ets-related factors	vertebrates	16.243	0.536	463	1812	421	1854	563	0.003	485	0.002	12.125	2.777
PPARG	MA0066.1	Nuclear receptors with C4 zinc fingers	Thyroid hormone receptor-related factors (NR1)	vertebrates	20.365	0.523	6	2269	1	2274	7	0.000	1	0.000	26.688	2.775
MNX1	MA0707.1	Homeo domain factors	HOX-related factors	vertebrates	8.729	0.228	1633	642	1585	690	4805	0.020	5441	0.022	-27.989	2.767
Crx	MA0467.1	Homeo domain factors	Paired-related HD factors	vertebrates	12.929	0.404	1055	1220	1003	1272	1529	0.007	1445	0.007	7.109	2.743
Gfi1	MA0038.1	C2H2 zinc finger factors	More than 3 adjacent zinc finger factors	vertebrates	9.470	0.391	1599	676	1551	724	3376	0.014	3339	0.014	1.695	2.725
MYF6	MA0667.1	Basic helix-loop-helix factors (bHLH)	MyoD / ASC-related factors	vertebrates	14.583	0.392	529	1746	486	1789	631	0.003	552	0.002	10.491	2.698
HNF4G	MA0484.1	Nuclear receptors with C4 zinc fingers	RXR-related receptors (NR2)	vertebrates	13.379	0.492	1415	860	1365	910	2406	0.015	2151	0.013	21.081	2.687
RUNX2	MA0511.2	Runt domain factors	Runt-related factors	vertebrates	11.551	0.475	1617	658	1571	704	2842	0.011	2831	0.011	0.324	2.623
NR1H2::RXRA	MA0115.1	Nuclear receptors with C4 zinc fingers::Nuclear receptors with C4 zinc fingers	Thyroid hormone receptor-related factors (NR1)::RXR-related receptors (NR2)	vertebrates	27.878	0.445	9	2266	3	2272	9	0.000	3	0.000	14.187	2.621
Creb3l2	MA0608.1	Basic leucine zipper factors (bZIP)	CREB-related factors	vertebrates	12.997	0.624	1343	932	1294	981	2160	0.008	2200	0.008	-2.831	2.594
Bach1::Mafk	MA0591.1	Basic leucine zipper factors (bZIP)::Basic leucine zipper factors (bZIP)	Jun-related factors::Maf-related factors	vertebrates	18.324	0.548	137	2138	114	2161	150	0.001	117	0.001	11.720	2.570
JUND(var.2)	MA0492.1	Basic leucine zipper factors (bZIP)	Jun-related factors	vertebrates	15.021	0.393	980	1295	932	1343	1451	0.009	1369	0.008	8.343	2.538
HSF2	MA0770.1	Heat shock factors	HSF factors	vertebrates	17.218	0.359	276	1999	245	2030	306	0.002	266	0.001	8.724	2.511
CREB1	MA0018.2	Basic leucine zipper factors (bZIP)	CREB-related factors	vertebrates	10.139	0.523	1338	937	1291	984	2150	0.007	2088	0.007	3.604	2.481
Tcf7	MA0769.1	Basic helix-loop-helix factors (bHLH)	TCF-7-related factors	vertebrates	16.918	0.356	235	2040	207	2068	250	0.001	232	0.001	3.985	2.428
Rhox11	MA0629.1	Homeo domain factors	Paired-related HD factors	vertebrates	12.000	0.431	276	1999	246	2029	293	0.002	275	0.002	4.342	2.423
JUN	MA0488.1	Basic leucine zipper factors (bZIP)	Jun-related factors	vertebrates	15.128	0.380	1008	1267	962	1313	1480	0.008	1428	0.008	4.720	2.418
Id2	MA0617.1	Basic helix-loop-helix factors (bHLH)	HLH domain only	vertebrates	12.659	0.623	1049	1226	1003	1272	1500	0.005	1453	0.005	3.289	2.408
Nr2f6	MA0677.1	Nuclear receptors with C4 zinc fingers	RXR-related receptors (NR2)	vertebrates	18.175	0.483	119	2156	99	2176	124	0.001	113	0.001	3.784	2.369
ZIC4	MA0751.1	C2H2 zinc finger factors	More than 3 adjacent zinc finger factors	vertebrates	13.598	0.697	1015	1260	971	1304	1530	0.009	1496	0.009	3.136	2.309
MAX::MYC	MA0059.1	Basic helix-loop-helix factors (bHLH)::Basic helix-loop-helix factors (bHLH)	bHLH-ZIP factors::bHLH-ZIP factors	vertebrates	14.237	0.602	466	1809	431	1844	518	0.002	494	0.002	3.439	2.277
NR4A2	MA0160.1	Nuclear receptors with C4 zinc fingers	NGFI-B-related receptors (NR4)	vertebrates	10.165	0.491	1926	349	1894	381	4702	0.015	4534	0.015	6.747	2.252
GATA1::TAL1	MA0140.2	Other C4 zinc finger-type factors::Basic helix-loop-helix factors (bHLH)	GATA-type zinc fingers::Tal-related factors	vertebrates	14.296	0.444	289	1986	261	2014	316	0.002	283	0.002	8.185	2.210
ISX	MA0654.1	Homeo domain factors	Paired-related HD factors	vertebrates	10.591	0.200	1528	747	1488	787	3609	0.012	4154	0.014	-24.402	2.201
FOXH1	MA0479.1	Fork head / winged helix factors	Forkhead box (FOX) factors	vertebrates	13.762	0.401	1261	1014	1219	1056	2125	0.010	2081	0.009	2.927	2.197
Tcf21	MA0832.1	Basic helix-loop-helix factors (bHLH)	Tal-related factors	vertebrates	18.108	0.461	76	2199	61	2214	77	0.000	64	0.000	6.004	2.187
NR3C2	MA0727.1	Nuclear receptors with C4 zinc fingers	Steroid hormone receptors (NR3)	vertebrates	18.985	0.510	90	2185	74	2201	91	0.001	76	0.001	7.009	2.151
REL	MA0101.1	Rel homology region (RHR) factors	NF-kappaB-related factors	vertebrates	10.515	0.559	1585	690	1547	728	2811	0.012	2707	0.011	6.043	2.136
Pax6	MA0069.1	Paired box factors	Paired plus homeo domain	vertebrates	13.798	0.432	60	2215	47	2228	61	0.000	50	0.000	5.748	2.119
T	MA0009.2	T-Box factors	Brachyury-related factors	vertebrates	18.965	0.510	22	2253	14	2261	22	0.000	14	0.000	8.484	2.116
NR3C1	MA0113.3	Nuclear receptors with C4 zinc fingers	Steroid hormone receptors (NR3)	vertebrates	19.181	0.483	94	2181	78	2197	96	0.001	80	0.001	7.289	2.106
RHOXF1	MA0719.1	Homeo domain factors	Paired-related HD factors	vertebrates	8.182	0.438	2275	0	2272	3	29419	0.097	29599	0.098	-4.059	2.080
NFKB1	MA0105.4	Rel homology region (RHR) factors	NF-kappaB-related factors	vertebrates	20.522	0.671	192	2083	170	2105	207	0.001	182	0.001	6.579	2.080
KLF5	MA0599.1	C2H2 zinc finger factors	Three-zinc finger Krüppel-related factors	vertebrates	12.860	0.792	2242	33	2231	44	24819	0.102	23310	0.096	31.908	2.078
CTCF	MA0139.1	C2H2 zinc finger factors	More than 3 adjacent zinc finger factors	vertebrates	17.205	0.645	286	1989	260	2015	323	0.003	283	0.002	10.224	2.063
TBP	MA0108.2	TATA-binding proteins	TBP-related factors	vertebrates	10.086	0.377	946	1329	908	1367	1366	0.008	1424	0.009	-6.248	2.024
JDP2	MA0655.1	Basic leucine zipper factors (bZIP)	Fos-related factors	vertebrates	15.102	0.355	512	1763	480	1795	609	0.002	566	0.002	5.284	2.019
PRDM1	MA0508.1	C2H2 zinc finger factors	More than 3 adjacent zinc finger factors	vertebrates	15.223	0.380	656	1619	622	1653	830	0.005	760	0.005	9.646	1.979
POU1F1	MA0784.1	Homeo domain factors	POU domain factors	vertebrates	14.958	0.281	200	2075	179	2096	222	0.001	203	0.001	4.880	1.955
Atoh1	MA0461.2	Basic helix-loop-helix factors (bHLH)	Tal-related factors	vertebrates	11.381	0.409	1092	1183	1055	1220	1673	0.007	1659	0.007	0.847	1.948
CREB3	MA0638.1	Basic leucine zipper factors (bZIP)	CREB-related factors	vertebrates	15.483	0.552	162	2113	143	2132	174	0.001	149	0.001	7.564	1.945
Sox3	MA0514.1	High-mobility group (HMG) domain factors	SOX-related factors	vertebrates	13.042	0.401	2044	231	2021	254	6773	0.028	6703	0.028	2.253	1.929
LEF1	MA0768.1	High-mobility group (HMG) domain factors	TCF-7-related factors	vertebrates	17.861	0.425	117	2158	101	2174	119	0.001	105	0.001	5.203	1.905
Sox6	MA0515.1	High-mobility group (HMG) domain factors	SOX-related factors	vertebrates	13.201	0.401	1834	441	1805	470	4316	0.018	4359	0.018	-2.468	1.899
Znf423	MA0116.1	C2H2 zinc finger factors	Factors with multiple dispersed zinc fingers	vertebrates	17.925	0.679	914	1361	879	1396	1257	0.008	1202	0.007	5.909	1.889
MEIS2	MA0774.1	Homeo domain factors	TALE-type homeo domain factors	vertebrates	10.958	0.494	1795	480	1766	509	3814	0.013	3851	0.013	-2.024	1.851
JUN(var.2)	MA0489.1	Basic leucine zipper factors (bZIP)	Jun-related factors	vertebrates	13.941	0.426	807	1468	774	1501	1072	0.006	1052	0.006	2.083	1.835
MGA	MA0801.1	T-Box factors	TBX6-related factors	vertebrates	10.832	0.509	2122	153	2104	171	6213	0.020	6501	0.021	-10.631	1.811
TFAP2A	MA0003.3	Basic helix-span-helix factors (bHSH)	AP-2	vertebrates	11.101	0.742	2155	120	2139	136	14403	0.065	14287	0.065	2.568	1.788
FOXD1	MA0031.1	Fork head / winged helix factors	Forkhead box (FOX) factors	vertebrates	11.926	0.275	1355	920	1322	953	2570	0.008	2642	0.009	-4.249	1.787
LIN54	MA0619.1	CRC domain	-	vertebrates	11.299	0.189	1478	797	1446	829	3771	0.014	4223	0.016	-21.378	1.779
FOXC1	MA0032.2	Fork head / winged helix factors	Forkhead box (FOX) factors	vertebrates	11.875	0.201	1457	818	1425	850	3888	0.018	4385	0.020	-25.532	1.771
CENPB	MA0637.1	Psq-type HTH domain	-	vertebrates	13.999	0.562	527	1748	500	1775	614	0.004	590	0.004	3.651	1.724
GBX2	MA0890.1	Homeo domain factors	HOX-related factors	vertebrates	10.020	0.296	1615	660	1586	689	3841	0.016	4201	0.017	-18.086	1.705
Esrrg	MA0643.1	Nuclear receptors with C4 zinc fingers	Steroid hormone receptors (NR3)	vertebrates	13.141	0.453	1504	771	1474	801	2548	0.010	2458	0.010	5.471	1.698
Mafb	MA0117.2	Basic leucine zipper factors (bZIP)	Maf-related factors	vertebrates	11.336	0.444	967	1308	936	1339	1327	0.007	1316	0.007	0.816	1.695
MEOX1	MA0661.1	Homeo domain factors	HOX-related factors	vertebrates	9.622	0.316	1492	783	1462	813	3088	0.013	3171	0.013	-5.021	1.694
Stat5a::Stat5b	MA0519.1	STAT domain factors::STAT domain factors	STAT factors::STAT factors	vertebrates	13.332	0.399	1998	277	1977	298	5350	0.024	5203	0.024	6.385	1.681
BATF::JUN	MA0462.1	Basic leucine zipper factors (bZIP)::Basic leucine zipper factors (bZIP)	B-ATF-related factors::Jun-related factors	vertebrates	13.645	0.367	1223	1052	1192	1083	2082	0.009	2087	0.009	-0.649	1.680
TGIF1	MA0796.1	Homeo domain factors	TALE-type homeo domain factors	vertebrates	22.281	0.543	47	2228	38	2237	48	0.000	39	0.000	4.925	1.658
HOXA10	MA0899.1	Homeo domain factors	HOX-related factors	vertebrates	9.141	0.292	1352	923	1322	953	3026	0.014	3238	0.015	-12.790	1.654
HEY1	MA0823.1	Basic helix-loop-helix factors (bHLH)	Hairy-related factors	vertebrates	12.269	0.677	1093	1182	1063	1212	1778	0.007	1648	0.007	9.910	1.637
Mecom	MA0029.1	C2H2 zinc finger factors	Factors with multiple dispersed zinc fingers	vertebrates	17.909	0.280	102	2173	90	2185	108	0.001	95	0.001	4.906	1.567
HOXC12	MA0906.1	Homeo domain factors	HOX-related factors	vertebrates	14.403	0.356	540	1735	516	1759	677	0.003	652	0.003	3.087	1.562
ELF4	MA0641.1	Tryptophan cluster factors	Ets-related factors	vertebrates	16.253	0.606	348	1927	328	1947	409	0.002	364	0.002	8.041	1.541
ELF3	MA0640.1	Tryptophan cluster factors	Ets-related factors	vertebrates	17.342	0.584	247	2028	230	2045	277	0.001	248	0.001	6.524	1.517
POU5F1B	MA0792.1	Homeo domain factors	POU domain factors	vertebrates	10.558	0.254	1093	1182	1066	1209	2186	0.008	2309	0.009	-7.976	1.514
ZNF410	MA0752.1	C2H2 zinc finger factors	More than 3 adjacent zinc finger factors	vertebrates	24.530	0.381	10	2265	6	2269	10	0.000	6	0.000	6.659	1.483
RARA(var.2)	MA0730.1	Nuclear receptors with C4 zinc fingers	Thyroid hormone receptor-related factors (NR1)	vertebrates	22.768	0.535	27	2248	21	2254	27	0.000	21	0.000	5.333	1.451
Nfe2l2	MA0150.2	Basic leucine zipper factors (bZIP)	Jun-related factors	vertebrates	15.876	0.496	105	2170	94	2181	110	0.001	97	0.001	5.025	1.451
POU3F2	MA0787.1	Homeo domain factors	POU domain factors	vertebrates	13.773	0.240	439	1836	419	1856	569	0.003	589	0.003	-3.018	1.445
PAX7	MA0680.1	Paired box factors	Paired plus homeo domain	vertebrates	16.430	0.154	217	2058	202	2073	235	0.001	227	0.001	1.580	1.442
HOXC11	MA0651.1	Homeo domain factors	HOX-related factors	vertebrates	12.647	0.358	695	1580	672	1603	957	0.004	917	0.004	4.195	1.434
PAX1	MA0779.1	Paired box factors	Paired domain only	vertebrates	19.655	0.599	89	2186	79	2196	89	0.001	80	0.001	4.065	1.429
FOS	MA0476.1	Basic leucine zipper factors (bZIP)	Fos-related factors	vertebrates	13.637	0.423	1061	1214	1037	1238	1566	0.007	1560	0.007	0.259	1.398
SOX9	MA0077.1	High-mobility group (HMG) domain factors	SOX-related factors	vertebrates	9.079	0.358	1172	1103	1149	1126	1906	0.007	1892	0.007	0.723	1.358
STAT3	MA0144.2	STAT domain factors	STAT factors	vertebrates	13.049	0.436	2060	215	2046	229	6629	0.030	6506	0.030	4.626	1.355
NEUROD2	MA0668.1	Basic helix-loop-helix factors (bHLH)	Tal-related factors	vertebrates	10.701	0.465	1916	359	1899	376	4349	0.018	4392	0.018	-2.461	1.348
Foxo1	MA0480.1	Fork head / winged helix factors	Forkhead box (FOX) factors	vertebrates	13.240	0.365	1376	899	1354	921	2479	0.011	2534	0.012	-3.954	1.337
TP63	MA0525.2	p53 domain factors	p53-related factors	vertebrates	24.335	0.468	14	2261	10	2265	14	0.000	11	0.000	3.773	1.309
Pou5f1::Sox2	MA0142.1	Homeo domain factors::High-mobility group (HMG) domain factors	POU domain factors::SOX-related factors	vertebrates	14.808	0.308	152	2123	141	2134	162	0.001	154	0.001	2.397	1.298
Hoxd8	MA0910.1	Homeo domain factors	HOX-related factors	vertebrates	12.824	0.247	56	2219	49	2226	61	0.000	50	0.000	6.338	1.284
POU2F1	MA0785.1	Homeo domain factors	POU domain factors	vertebrates	12.044	0.265	677	1598	658	1617	1053	0.005	1051	0.005	0.002	1.277
Rarg(var.2)	MA0860.1	Nuclear receptors with C4 zinc fingers	Thyroid hormone receptor-related factors (NR1)	vertebrates	25.520	0.537	26	2249	21	2254	26	0.000	26	0.000	-0.063	1.277
FOXA1	MA0148.3	Fork head / winged helix factors	Forkhead box (FOX) factors	vertebrates	13.765	0.334	1348	927	1328	947	2692	0.017	2884	0.018	-14.349	1.260
ESR2	MA0258.2	Nuclear receptors with C4 zinc fingers	Steroid hormone receptors (NR3)	vertebrates	13.119	0.581	1021	1254	1001	1274	1423	0.009	1374	0.009	4.867	1.254
MNT	MA0825.1	Basic helix-loop-helix factors (bHLH)	bHLH-ZIP factors	vertebrates	11.166	0.600	1451	824	1433	842	2397	0.010	2514	0.010	-7.708	1.203
Hmx3	MA0898.1	Homeo domain factors	NK-related factors	vertebrates	13.950	0.330	34	2241	29	2246	35	0.000	29	0.000	4.527	1.184
Gata1	MA0035.3	Other C4 zinc finger-type factors	GATA-type zinc fingers	vertebrates	13.597	0.352	1067	1208	1049	1226	1695	0.008	1667	0.008	2.027	1.182
NKX3-2	MA0122.2	Homeo domain factors	NK-related factors	vertebrates	10.208	0.421	1770	505	1755	520	3765	0.014	3835	0.014	-3.760	1.172
MTF1	MA0863.1	C2H2 zinc finger factors	More than 3 adjacent zinc finger factors	vertebrates	20.407	0.620	21	2254	17	2258	23	0.000	17	0.000	5.379	1.162
GLI2	MA0734.1	C2H2 zinc finger factors	More than 3 adjacent zinc finger factors	vertebrates	14.004	0.616	368	1907	355	1920	408	0.002	420	0.002	-2.167	1.161
MEIS3	MA0775.1	Homeo domain factors	TALE-type homeo domain factors	vertebrates	9.016	0.490	2222	53	2216	59	9269	0.031	9678	0.032	-12.464	1.151
FOS::JUN	MA0099.2	Basic leucine zipper factors (bZIP)::Basic leucine zipper factors (bZIP)	Fos-related factors::Jun-related factors	vertebrates	9.193	0.405	2079	196	2069	206	6939	0.020	7700	0.022	-23.619	1.142
MZF1	MA0056.1	C2H2 zinc finger factors	More than 3 adjacent zinc finger factors	vertebrates	8.586	0.725	2267	8	2264	11	24054	0.059	23488	0.058	8.598	1.129
TGIF2	MA0797.1	Homeo domain factors	TALE-type homeo domain factors	vertebrates	18.378	0.488	130	2145	122	2153	137	0.001	123	0.001	4.286	1.124
PROX1	MA0794.1	Homeo domain factors	HD-PROS factors	vertebrates	16.936	0.455	226	2049	216	2059	239	0.001	230	0.001	1.949	1.120
TCF3	MA0522.2	Basic helix-loop-helix factors (bHLH)	E2A-related factors	vertebrates	11.473	0.608	2185	90	2178	97	8202	0.034	8662	0.036	-16.457	1.117
NFIL3	MA0025.1	Basic leucine zipper factors (bZIP)	C/EBP-related	vertebrates	14.139	0.265	456	1819	443	1832	587	0.003	594	0.003	-1.109	1.116
SCRT1	MA0743.1	C2H2 zinc finger factors	More than 3 adjacent zinc finger factors	vertebrates	17.728	0.573	163	2112	155	2120	171	0.001	163	0.001	2.324	1.073
Hoxd9	MA0913.1	Homeo domain factors	HOX-related factors	vertebrates	9.118	0.300	1508	767	1494	781	4027	0.017	4559	0.019	-25.531	1.073
Ahr::Arnt	MA0006.1	Basic helix-loop-helix factors (bHLH)::Basic helix-loop-helix factors (bHLH)	PAS domain factors::PAS domain factors	vertebrates	9.532	0.715	2161	114	2154	121	7937	0.020	8519	0.021	-16.021	1.067
EWSR1-FLI1	MA0149.1	Tryptophan cluster factors	Ets-related factors	vertebrates	32.871	0.554	31	2244	27	2248	37	0.000	31	0.000	4.504	1.061
XBP1	MA0844.1	Basic leucine zipper factors (bZIP)	XBP-1-related factors	vertebrates	15.475	0.537	179	2096	171	2104	187	0.001	178	0.001	2.421	1.054
GCM2	MA0767.1	GCM domain factors	GCM factors	vertebrates	11.005	0.594	1552	723	1539	736	2879	0.012	2856	0.012	1.051	1.045
Hoxa11	MA0911.1	Homeo domain factors	HOX-related factors	vertebrates	11.443	0.370	605	1670	593	1682	767	0.004	764	0.004	0.194	1.034
Twist2	MA0633.1	Basic helix-loop-helix factors (bHLH)	Tal-related factors	vertebrates	11.928	0.423	879	1396	866	1409	1208	0.005	1297	0.005	-8.044	1.029
DUXA	MA0884.1	Homeo domain factors	Paired-related HD factors	vertebrates	12.572	0.301	506	1769	495	1780	626	0.003	634	0.003	-1.320	1.021
TFAP2B(var.3)	MA0813.1	Basic helix-span-helix factors (bHSH)	AP-2	vertebrates	14.355	0.726	1231	1044	1218	1057	2149	0.012	2076	0.011	5.496	1.020
Esrra	MA0592.2	Nuclear receptors with C4 zinc fingers	Steroid hormone receptors (NR3)	vertebrates	17.764	0.409	331	1944	322	1953	358	0.002	358	0.002	-0.124	1.001
GLIS3	MA0737.1	C2H2 zinc finger factors	More than 3 adjacent zinc finger factors	vertebrates	21.032	0.585	50	2225	46	2229	50	0.000	47	0.000	1.569	0.971
SP1	MA0079.3	C2H2 zinc finger factors	Three-zinc finger Krüppel-related factors	vertebrates	13.323	0.810	2190	85	2185	90	18592	0.084	17459	0.079	28.767	0.970
TFAP2C(var.3)	MA0815.1	Basic helix-span-helix factors (bHSH)	AP-2	vertebrates	14.479	0.780	1255	1020	1244	1031	2320	0.012	2278	0.012	2.867	0.960
RARA::RXRA	MA0159.1	Nuclear receptors with C4 zinc fingers::Nuclear receptors with C4 zinc fingers	Thyroid hormone receptor-related factors (NR1)::RXR-related receptors (NR2)	vertebrates	16.004	0.535	108	2167	103	2172	113	0.001	105	0.001	3.127	0.944
POU3F4	MA0789.1	Homeo domain factors	POU domain factors	vertebrates	13.378	0.229	784	1491	774	1501	1275	0.005	1297	0.005	-2.040	0.943
Hes2	MA0616.1	Basic helix-loop-helix factors (bHLH)	Hairy-related factors	vertebrates	8.309	0.532	870	1405	860	1415	1142	0.006	1148	0.006	-0.870	0.937
TCF4	MA0830.1	Basic helix-loop-helix factors (bHLH)	E2A-related factors	vertebrates	11.920	0.625	2207	68	2203	72	9341	0.038	9560	0.039	-7.804	0.920
Pou2f3	MA0627.1	Homeo domain factors	POU domain factors	vertebrates	15.067	0.318	133	2142	128	2147	141	0.001	144	0.001	-1.099	0.918
HOXD12	MA0873.1	Homeo domain factors	HOX-related factors	vertebrates	14.187	0.355	487	1788	479	1796	579	0.003	579	0.003	-0.154	0.917
KLF13	MA0657.1	C2H2 zinc finger factors	Three-zinc finger Krüppel-related factors	vertebrates	20.517	0.517	76	2199	72	2203	90	0.001	75	0.001	7.262	0.914
OLIG1	MA0826.1	Basic helix-loop-helix factors (bHLH)	Tal-related factors	vertebrates	14.663	0.334	527	1748	519	1756	629	0.003	677	0.003	-5.995	0.910
RAX	MA0718.1	Homeo domain factors	Paired-related HD factors	vertebrates	9.540	0.256	1504	771	1496	779	3749	0.015	4336	0.018	-28.809	0.883
TFAP4	MA0691.1	Basic helix-loop-helix factors (bHLH)	bHLH-ZIP factors	vertebrates	14.151	0.444	856	1419	848	1427	1133	0.005	1109	0.005	2.083	0.879
ZIC3	MA0697.1	C2H2 zinc finger factors	More than 3 adjacent zinc finger factors	vertebrates	17.252	0.750	326	1949	320	1955	371	0.002	366	0.002	0.869	0.877
JUNB	MA0490.1	Basic leucine zipper factors (bZIP)	Jun-related factors	vertebrates	13.910	0.457	1346	929	1338	937	2095	0.009	2218	0.010	-8.991	0.876
Nkx2-5(var.2)	MA0503.1	Homeo domain factors	NK-related factors	vertebrates	12.615	0.534	1944	331	1938	337	4487	0.020	4637	0.021	-7.801	0.875
NEUROG2	MA0669.1	Basic helix-loop-helix factors (bHLH)	Tal-related factors	vertebrates	14.502	0.395	553	1722	546	1729	679	0.003	698	0.003	-2.436	0.873
PKNOX2	MA0783.1	Homeo domain factors	TALE-type homeo domain factors	vertebrates	21.223	0.512	83	2192	80	2195	86	0.000	81	0.000	1.850	0.829
LHX2	MA0700.1	Homeo domain factors	HD-LIM factors	vertebrates	10.311	0.309	1550	725	1544	731	3404	0.014	3698	0.015	-15.752	0.828
E2F8	MA0865.1	Fork head / winged helix factors	E2F-related factors	vertebrates	20.970	0.542	89	2186	86	2189	91	0.000	87	0.000	1.409	0.824
SCRT2	MA0744.1	C2H2 zinc finger factors	More than 3 adjacent zinc finger factors	vertebrates	17.902	0.568	233	2042	229	2046	253	0.001	239	0.001	3.152	0.818
PAX3	MA0780.1	Paired box factors	Paired plus homeo domain	vertebrates	15.425	0.145	293	1982	289	1986	341	0.001	337	0.001	0.573	0.805
DMRT3	MA0610.1	DM-type intertwined zinc finger factors	DMRT	vertebrates	11.236	0.344	668	1607	663	1612	880	0.004	950	0.004	-7.736	0.803
PAX9	MA0781.1	Paired box factors	Paired domain only	vertebrates	22.261	0.612	33	2242	31	2244	33	0.000	31	0.000	1.416	0.799
FOXG1	MA0613.1	Fork head / winged helix factors	Forkhead box (FOX) factors	vertebrates	13.341	0.225	1529	746	1525	750	3595	0.012	4183	0.014	-26.213	0.772
FOXO3	MA0157.2	Fork head / winged helix factors	Forkhead box (FOX) factors	vertebrates	13.427	0.265	1225	1050	1221	1054	2188	0.007	2334	0.008	-8.830	0.767
OLIG3	MA0827.1	Basic helix-loop-helix factors (bHLH)	Tal-related factors	vertebrates	11.442	0.387	1083	1192	1079	1196	1721	0.007	1729	0.007	-0.857	0.767
TFAP2A(var.3)	MA0872.1	Basic helix-span-helix factors (bHSH)	AP-2	vertebrates	14.096	0.784	1129	1146	1125	1150	1946	0.010	1898	0.010	3.695	0.767
MAF::NFE2	MA0501.1	Basic leucine zipper factors (bZIP)::Basic leucine zipper factors (bZIP)	Maf-related factors::Jun-related factors	vertebrates	17.621	0.429	102	2173	100	2175	105	0.001	101	0.001	1.456	0.752
PKNOX1	MA0782.1	Homeo domain factors	TALE-type homeo domain factors	vertebrates	21.435	0.506	114	2161	112	2163	120	0.001	113	0.001	2.198	0.749
ZIC1	MA0696.1	C2H2 zinc finger factors	More than 3 adjacent zinc finger factors	vertebrates	18.774	0.762	669	1606	666	1609	834	0.005	865	0.005	-4.158	0.746
Arntl	MA0603.1	Basic helix-loop-helix factors (bHLH)	PAS domain factors	vertebrates	11.029	0.583	1092	1183	1089	1186	1607	0.007	1648	0.007	-3.443	0.742
Hoxd3	MA0912.1	Homeo domain factors	HOX-related factors	vertebrates	11.598	0.341	258	2017	256	2019	292	0.002	294	0.002	-0.601	0.731
HEY2	MA0649.1	Basic helix-loop-helix factors (bHLH)	Hairy-related factors	vertebrates	11.968	0.672	1160	1115	1158	1117	1809	0.007	1821	0.008	-1.145	0.717
GLIS1	MA0735.1	C2H2 zinc finger factors	More than 3 adjacent zinc finger factors	vertebrates	25.361	0.673	22	2253	21	2254	22	0.000	21	0.000	0.811	0.693
VSX1	MA0725.1	Homeo domain factors	Paired-related HD factors	vertebrates	8.078	0.217	1443	832	1442	833	3548	0.012	4076	0.013	-23.867	0.693
EHF	MA0598.2	Tryptophan cluster factors	Ets-related factors	vertebrates	14.797	0.591	347	1928	346	1929	404	0.002	381	0.002	3.950	0.693
SPDEF	MA0686.1	Tryptophan cluster factors	Ets-related factors	vertebrates	14.474	0.536	781	1494	780	1495	1017	0.005	992	0.005	2.438	0.693
ESR1	MA0112.3	Nuclear receptors with C4 zinc fingers	Steroid hormone receptors (NR3)	vertebrates	22.540	0.570	31	2244	30	2245	32	0.000	30	0.000	1.441	0.693
POU3F1	MA0786.1	Homeo domain factors	POU domain factors	vertebrates	11.957	0.245	592	1683	592	1683	877	0.004	947	0.005	-8.093	0.667
ATF4	MA0833.1	Basic leucine zipper factors (bZIP)	ATF-4-related factors	vertebrates	15.609	0.443	278	1997	278	1997	304	0.002	314	0.002	-2.160	0.658
GRHL1	MA0647.1	Grainyhead domain factors	Grainyhead-related factors	vertebrates	14.286	0.390	203	2072	203	2072	213	0.001	222	0.001	-2.197	0.653
RORA(var.2)	MA0072.1	Nuclear receptors with C4 zinc fingers	Thyroid hormone receptor-related factors (NR1)	vertebrates	17.425	0.369	171	2104	171	2104	177	0.001	186	0.001	-2.572	0.649
BHLHE22	MA0818.1	Basic helix-loop-helix factors (bHLH)	Tal-related factors	vertebrates	13.037	0.384	567	1708	568	1707	691	0.003	740	0.003	-5.864	0.640
HINFP	MA0131.2	C2H2 zinc finger factors	Factors with multiple dispersed zinc fingers	vertebrates	13.024	0.717	1225	1050	1227	1048	2391	0.012	2271	0.011	8.455	0.624
VENTX	MA0724.1	Homeo domain factors	NK-related factors	vertebrates	11.046	0.353	1373	902	1375	900	3002	0.011	3393	0.013	-20.574	0.623
Hic1	MA0739.1	C2H2 zinc finger factors	Factors with multiple dispersed zinc fingers	vertebrates	9.519	0.606	2183	92	2184	91	7951	0.029	8497	0.032	-18.561	0.580
POU3F3	MA0788.1	Homeo domain factors	POU domain factors	vertebrates	13.499	0.222	379	1896	382	1893	493	0.003	521	0.003	-4.583	0.574
Bhlha15	MA0607.1	Basic helix-loop-helix factors (bHLH)	Tal-related factors	vertebrates	11.820	0.455	1600	675	1604	671	3175	0.010	3279	0.011	-5.464	0.572
Nkx3-1	MA0124.2	Homeo domain factors	NK-related factors	vertebrates	11.264	0.422	1662	613	1666	609	3165	0.012	3300	0.012	-7.410	0.568
